Company number, Job Title, Industry, Main Company Interest, Country,Country Region,Channel Group (Inbound),Device Category, Num of Employees, Signup Timestamp Date, Conversion to Mql Timestamp Date, First Demo Date Date, Conversion to Paid Timestamp Date, Arr At Conversion
245,Performance manager,construction,knowledgeBase,France,Europe,organic,PC,75,14/06/2024,14/06/2024,,,
246,TESTER,beautySpa,checklists,Netherlands,Europe,cpc-google,PC,20,14/06/2024,,,,
247,OFF,other,general,Viet Nam,APAC,cpc-Bingpaid,PC,40,14/06/2024,,,,
248,bbbxbzb,foodBeverages,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
249,Executive Director,npo,general,United States of America,NorthAmerica,cpc-google_brand,PC,20,14/06/2024,14/06/2024,,,
250,bdbsb,hospitality,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
251,xnndb,foodBeverages,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
252,jsnsn,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
253,bdbsbb,hospitality,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
254,General Manager,other,scheduling,United States of America,NorthAmerica,cpc-google,PC,750,14/06/2024,,18/06/2024,,
255,sdm,staffing,general,Italy,Europe,cpc-google,PC,150,14/06/2024,,,,
256,nsjsn,foodBeverages,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
257,nxbznsnn,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
258,bdhzbsb,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
259,bxbzbb,hospitality,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
260,Vedoucí provozů,manufacturing,taskManagement,Czechia,Europe,cpc-google,PC,75,14/06/2024,,,,
261,Ondersteuner L6,education,scheduling,Netherlands,Europe,cpc-google,PC,40,14/06/2024,,,,
262,Commissioner,fieldServices,schedule,United States of America,NorthAmerica,cpc-google_brand,PC,40,14/06/2024,14/06/2024,,,
263,bdbsb,hospitality,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
264,Nurse,healthcare,scheduling,Singapore,APAC,cpc-google,PC,150,14/06/2024,,,,
265,GM,foodBeverages,general,United States of America,NorthAmerica,direct,Mobile,40,14/06/2024,14/06/2024,14/06/2024,,
266,bbbxbzb,hospitality,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
267,nxbs,retail,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
268,hd,foodBeverages,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
269,Superintendent,education,general,United States of America,NorthAmerica,organic,PC,350,14/06/2024,,,,
270,M,healthcare,scheduling,Saudi Arabia,ArabStates,cpc-google,PC,20,14/06/2024,,,,
271,HR Manager,religious,checklists,United States of America,NorthAmerica,cpc-google,PC,750,14/06/2024,,,,
272,Manager,hospitality,"timeClock,schedule",Dominican Republic,NorthAmerica,organic,PC,20,14/06/2024,,,,
273,Project Manager,manufacturing,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,40,14/06/2024,,,,
274,ndnsb,hospitality,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
275,jdbsb,construction,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
276,Pacetti bay,manufacturing,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,"3,000",14/06/2024,,,,
277,Operations manager,construction,general,United States of America,NorthAmerica,mobile,Mobile,75,14/06/2024,14/06/2024,,,
278,bxbzbb,retail,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
279,sjnsn,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
280,Office Manager,other,general,United States of America,NorthAmerica,organic,PC,"3,000",14/06/2024,14/06/2024,,,
281,nx,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
282,bdbzbb,retail,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
283,test,staffing,scheduling,Australia,APAC,cpc-pmp,PC,20,14/06/2024,,,,
284,Assistant Professor,healthcare,timeTracking,United States of America,NorthAmerica,cpc-Bingpaid,PC,75,14/06/2024,,,,
285,bdbsbsb,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
286,ndhsbsb,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
287,bshsb,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
288,Manager,foodBeverages,general,Canada,NorthAmerica,cpc-google_brand,PC,20,14/06/2024,,,,
289,General Manager,fitness,general,Canada,NorthAmerica,partnerships-partnerstack,PC,20,14/06/2024,14/06/2024,18/06/2024,19/06/2024,"2,856"
290,vbb,retail,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
291,bxbzb,retail,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
292,Director,construction,general,Singapore,APAC,organic,Tablet,20,14/06/2024,,,,
293,Director of Operations,manufacturing,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,PC,20,14/06/2024,,,,
294,bbbxbzb,construction,schedule,Afghanistan,ArabStates,mobile,Mobile,75,14/06/2024,,,,
295,b,retail,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
296,Bcba,healthcare,general,United States of America,NorthAmerica,organic,Mobile,20,14/06/2024,29/07/2024,,,
297,hdhsjsbn,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
298,hsh,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
299,hdbsv,hospitality,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
300,ndnsbsbb,hospitality,schedule,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
301,ndnsbsb,retail,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
302,manager,education,general,Nigeria,Africa,organic,PC,75,14/06/2024,,,,
303,Head of training,retail,documentManagement,Belgium,Europe,organic,PC,350,14/06/2024,14/06/2024,20/06/2024,,
304,Practice Manager,healthcare,general,Australia,APAC,mobile,Mobile,20,14/06/2024,14/06/2024,,,
305,bs be b,hospitality,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
306,Team member,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-TikTok,Mobile,20,14/06/2024,15/06/2024,,,
307,Manager,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,14/06/2024,14/06/2024,,,
308,dbbs,hospitality,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
309,jxnxb,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
310,Security,security,"timeClock,schedule",United States of America,NorthAmerica,mobile,Mobile,150,14/06/2024,20/06/2024,,16/08/2024,
311,Rn,healthcare,schedule,United States of America,NorthAmerica,mobile,Mobile,20,14/06/2024,,,,
312,Owner,hospitality,general,Australia,APAC,mobile,Mobile,20,14/06/2024,,,,
313,hhxhsb,foodBeverages,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
314,onboarding administrator,npo,general,South Africa,Africa,cpc-google,PC,750,14/06/2024,,,,
315,bBabb,retail,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
316,hdbdbb,hospitality,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
317,President,construction,general,United States of America,NorthAmerica,cpc-google,PC,75,14/06/2024,14/06/2024,18/06/2024,13/08/2024,"1,188"
318,Anwesend,healthcare,"timeClock,schedule",Germany,Europe,mobile,Mobile,40,14/06/2024,,,,
319,Who Knows,manufacturing,schedule,United Kingdom,Europe,mobile,Mobile,20,14/06/2024,15/06/2024,,,
320,Designer,manufacturing,general,India,APAC,organic,PC,20,14/06/2024,,,,
321,Executive Assistant,cleaning,general,Australia,APAC,organic,PC,40,14/06/2024,14/06/2024,19/06/2024,,
322,ndbb,construction,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
323,Consultor,other,general,Spain,Europe,organic,PC,40,14/06/2024,18/06/2024,,,
324,Owner,entertainment,timeTracking,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,14/06/2024,14/06/2024,,,
325,hb,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
326,GG,construction,taskManagement,Chile,SouthAmerica,cpc-google,PC,20,14/06/2024,,,,
327,sbsbsnnsbs ms,hospitality,schedule,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
328,Front Of House Manager,hospitality,general,South Africa,Africa,cpc-google_brand,PC,40,14/06/2024,,,,
329,bdhzbsb,retail,schedule,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
330,bsbsb,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
331,bd,hospitality,schedule,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
332,db,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
333,Medical Assistant,healthcare,general,United States of America,NorthAmerica,organic,Mobile,20,14/06/2024,14/06/2024,,,
334,menager,foodBeverages,scheduling,United States of America,NorthAmerica,cpc-google,PC,40,14/06/2024,14/06/2024,,,
335,hsh,retail,schedule,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
336,Manager,hospitality,timeClock,United Kingdom,Europe,cpc-google,Mobile,40,14/06/2024,,,,
337,Project Manager,healthcare,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,150,14/06/2024,,,,
338,db,retail,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,350,14/06/2024,,,,
339,Tessting,fitness,scheduling,Canada,NorthAmerica,cpc-pmp,PC,20,14/06/2024,,,,
340,nb,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
341,GM,foodBeverages,chatAndUpdates,United States of America,NorthAmerica,cpc-google,PC,75,14/06/2024,14/06/2024,,,
342,ndhsbsb,hospitality,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
343,Office Assistant,construction,scheduling,United Kingdom,Europe,cpc-Bingpaid,PC,20,14/06/2024,,,,
344,Supervisor,healthcare,general,United States of America,NorthAmerica,,Mobile,20,14/06/2024,17/06/2024,,,
345,nxnzbb,retail,schedule,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
346,hxbsbsb,hospitality,schedule,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
347,bdzbb,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
348,Marketing Director,healthcare,scheduling,United States of America,NorthAmerica,cpc-Bingpaid,PC,150,14/06/2024,,,,
349,UX,staffing,general,United States of America,NorthAmerica,organic,PC,40,14/06/2024,14/06/2024,,,
350,HR,other,taskManagement,India,APAC,cpc-pmp,PC,20,14/06/2024,14/06/2024,,,
351,Director,healthcare,general,United Kingdom,Europe,cpc-google,PC,75,14/06/2024,26/06/2024,01/07/2024,,
352,Baker,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,14/06/2024,,,,
353,Owner,foodBeverages,checklists,United States of America,NorthAmerica,cpc-google,PC,40,14/06/2024,14/06/2024,,,
354,Operations Manager,healthcare,general,United States of America,NorthAmerica,cpc-google,PC,20,14/06/2024,14/06/2024,,,
355,bsbb,hospitality,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,750,14/06/2024,,,,
356,dfty,retail,schedule,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
357,Manager,foodBeverages,scheduling,Canada,NorthAmerica,cpc-google,PC,20,14/06/2024,18/06/2024,,,
358,Manager,foodBeverages,general,United States of America,NorthAmerica,cpc-google,PC,20,14/06/2024,14/06/2024,,25/07/2024,708
359,bs be b,retail,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
360,sn,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
361,Digital personal shopper,retail,schedule,United States of America,NorthAmerica,social,Mobile,40,14/06/2024,,,,
362,Manager,entertainment,schedule,France,Europe,organic,PC,20,14/06/2024,,,,
363,Managing Director,healthcare,timeTracking,Australia,APAC,organic,Mobile,20,14/06/2024,,,,
364,MARKETING EMPLOYE,other,checklists,United States of America,NorthAmerica,cpc-google,PC,20,14/06/2024,,,,
365,Assistant Superintendent,other,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,14/06/2024,,,,
366,Manager,construction,schedule,Canada,NorthAmerica,mobile,Mobile,20,14/06/2024,14/06/2024,,,
367,Restaurant General manager,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,40,14/06/2024,,,,
368,nznznsn,construction,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
369,bdbsbsb,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
370,db,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
371,Owner,construction,timeTracking,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,14/06/2024,14/06/2024,,,
372,Employee,healthcare,general,United States of America,NorthAmerica,mobile,Mobile,20,14/06/2024,,,,
373,Managing Director,foodBeverages,general,Qatar,ArabStates,mobile,Mobile,40,14/06/2024,,,,
374,Managing Director,healthcare,checklists,New Zealand,APAC,cpc-google,PC,40,14/06/2024,14/06/2024,,,
375,Room Attendant,cleaning,general,United States of America,NorthAmerica,email,Mobile,"3,000",14/06/2024,,,,
376,h,hospitality,schedule,Afghanistan,ArabStates,mobile,Mobile,350,14/06/2024,,,,
377,Owner,cleaning,general,Canada,NorthAmerica,mobile,Mobile,20,14/06/2024,14/06/2024,,,
378,vsbsb,hospitality,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
379,Manager,other,scheduling,Portugal,Europe,cpc-google,Mobile,20,14/06/2024,,,,
380,Managing Director,construction,scheduling,Australia,APAC,cpc-google,PC,40,14/06/2024,,,,
381,bdbdb,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
382,xnznb,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
383,bgg,retail,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
384,Hr Manager,healthcare,general,United States of America,NorthAmerica,organic,PC,20,14/06/2024,14/06/2024,,,
385,bxhxbsb,retail,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
386,Manager,governmental,scheduling,United States of America,NorthAmerica,cpc-pmp,PC,75,14/06/2024,,,,
387,CFO,other,general,Canada,NorthAmerica,cpc-google_pmax,PC,40,14/06/2024,,19/06/2024,,
388,Partner,construction,timeTracking,United States of America,NorthAmerica,cpc-google,PC,40,14/06/2024,,,,
389,RD,education,scheduling,United States of America,NorthAmerica,organic,PC,150,14/06/2024,,,,
390,Security,security,timeClock,United States of America,NorthAmerica,mobile,Mobile,40,14/06/2024,,,,
391,Peon,other,general,India,APAC,organic,PC,"3,000",14/06/2024,,,,
392,bdbsbb,retail,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
393,bxbb,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
394,bxbsbsb,retail,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
395,Commerical Analyst,manufacturing,general,Australia,APAC,organic,PC,20,14/06/2024,,,,
396,National Maintenance Manager,transportation,taskManagement,Australia,APAC,cpc-google,PC,40,14/06/2024,,,,
397,Administrator,healthcare,chatAndUpdates,United States of America,NorthAmerica,mobile,Mobile,150,14/06/2024,18/06/2024,18/06/2024,18/06/2024,"1,003.20"
398,Owner,other,general,United States of America,NorthAmerica,cpc-google,PC,20,14/06/2024,,17/06/2024,27/06/2024,"4,284"
399,bxbxb,construction,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
400,Assistant au BT,transportation,scheduling,Senegal,Africa,cpc-pmp,PC,20,14/06/2024,,,,
401,Walmart,cleaning,scheduling,United States of America,NorthAmerica,cpc-TikTok,Mobile,40,14/06/2024,,,,
402,Assistant to COO,realEstate,general,Philippines,APAC,cpc-google,PC,20,14/06/2024,,18/06/2024,,
403,nxbsbsb,hospitality,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
404,Boss,religious,scheduling,Canada,NorthAmerica,cpc-google,PC,150,14/06/2024,,,,
405,E-com Manager,retail,general,United States of America,NorthAmerica,cpc-google,PC,20,14/06/2024,14/06/2024,17/06/2024,24/06/2024,708
406,Ceo,education,schedule,United States of America,NorthAmerica,cpc-google,Tablet,"3,000",14/06/2024,,,,
407,Owner,construction,timeTracking,United States of America,NorthAmerica,cpc-google_pmax,Mobile,20,14/06/2024,,,03/07/2024,588
408,db,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
409,HR Manager,healthcare,general,Philippines,APAC,cpc-google,PC,75,14/06/2024,,,,
410,Outreach Director,npo,general,United States of America,NorthAmerica,cpc-google_pmax,PC,20,14/06/2024,,,,
411,Dugnadssjef,cleaning,general,Norway,Europe,mobile,Mobile,20,14/06/2024,,,,
412,ADMIN,security,checklists,South Africa,Africa,cpc-google,PC,75,14/06/2024,,,,
413,Supervisor,security,scheduling,United Kingdom,Europe,cpc-Bingpaid,PC,20,14/06/2024,,,,
414,Orthodontist,other,chatAndUpdates,United States of America,NorthAmerica,direct,PC,20,14/06/2024,14/06/2024,17/06/2024,,
415,Business Support Manager,cleaning,timeTracking,United Kingdom,Europe,cpc-google_pmax,PC,20,14/06/2024,14/06/2024,,,
416,bxbzb,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
417,jdndn,hospitality,taskManagement,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
418,Director,other,general,United States of America,NorthAmerica,cpc-Bingpaid,PC,20,14/06/2024,14/06/2024,,,
419,mkt,hospitality,checklists,Portugal,Europe,cpc-google,PC,40,14/06/2024,,,,
420,safety director,manufacturing,checklists,United States of America,NorthAmerica,cpc-google,PC,350,14/06/2024,,,,
421,Owner,fitness,communication,United States of America,NorthAmerica,cpc-google_pmax,PC,20,14/06/2024,,,,
422,Room attendant,cleaning,schedule,United States of America,NorthAmerica,,Mobile,150,14/06/2024,,,,
423,Accountant,foodBeverages,scheduling,Australia,APAC,cpc-google,PC,75,14/06/2024,,,,
424,Owner,other,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,14/06/2024,,,,
425,Asst. Shipping Manager,construction,scheduling,United States of America,NorthAmerica,cpc-google_pmax,PC,20,14/06/2024,,,,
426,manager,other,scheduling,United States of America,NorthAmerica,cpc-google,PC,20,14/06/2024,14/06/2024,,,
427,General Manager,foodBeverages,general,United States of America,NorthAmerica,mobile,Mobile,20,14/06/2024,14/06/2024,,11/07/2024,348
428,Shift supervisor,retail,general,United States of America,NorthAmerica,cpc-google,Mobile,40,14/06/2024,,,,
429,Busssjef/2.dugnadssjef,events,timeTracking,Norway,Europe,cpc-google,Mobile,20,14/06/2024,,,,
430,Manager,foodBeverages,general,United States of America,NorthAmerica,cpc-google,PC,20,14/06/2024,14/06/2024,,,
431,bbbxbzb,retail,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
432,nzbsb,hospitality,formsAndChecklists,Afghanistan,ArabStates,mobile,Mobile,"3,000",14/06/2024,,,,
433,Manager,other,general,Poland,Europe,mobile,Mobile,20,14/06/2024,,,,
434,Computer Specialist,fieldServices,checklists,United States of America,NorthAmerica,cpc-google,PC,20,14/06/2024,14/06/2024,02/07/2024,11/07/2024,708
